"tag","sdl","distance","totalFrac","tag.1","sdl.1","distance.1","totalFrac.1","tag.2","sdl.2","distance.2","totalFrac.2"
"c80c81","41","170.795105609031","0.0324556405355805","c85c86","41","156.504550732559","1.09587175279806","c130","41","118.05138711595","0.749075391180654"
"c80c81","42","0","0.0414221932028065","c85c86","42","213.397448204051","0.923803290415907","c130","42","102.741481885362","0.812070200573066"
"c80c81","43","157.312607250659","0.0853596263786802","c85c86","43","153.474403403304","1.03606990688254","c130","43","119.883780804577","0.739834431889517"
"c80c81","44","213.397448204051","0.0325266362252663","c85c86","44","0","1.45991978761174","c130","44","111.080405112693","0.531605642732604"
"c80c81","45","102.741481885362","0.34775651710114","c85c86","45","111.080405112693","0.764147325286314","c130","45","0","0.999001203369434"
