"tag","sdl","distance","totalFrac","tag.1","sdl.1","distance.1","totalFrac.1","tag.2","sdl.2","distance.2","totalFrac.2","tag.3","sdl.3","distance.3","totalFrac.3","tag.4","sdl.4","distance.4","totalFrac.4"
"b79100","41","0","0.989605734767025","b79200","41","74.5184540902453","0.692983405483406","b79300","41","103.004854254545","0.405678466076696","b79400","41","67.8969807870718","0.583057653122378","b79500","41","45.2216762183801","0.34344093821787"
"b79100","42","74.5184540902453","0.714324324324324","b79200","42","0","0.991164874551971","b79300","42","78.4920378127616","0.329427645788337","b79400","42","104.004807581188","0.349891774891775","b79500","42","43.2897216438267","0.531720235945588"
"b79100","43","103.004854254545","0.566804954304954","b79200","43","78.4920378127616","0.643954072479369","b79300","43","0","0.988637992831541","b79400","43","72.2495674727538","0.530429837164751","b79500","43","61.3921819126833","0.308979468599034"
"b79100","44","67.8969807870718","0.432021186950764","b79200","44","104.004807581188","0.42677151120752","b79300","44","72.2495674727538","0.629482119363712","b79400","44","0","0.991236559139785","b79500","44","61.2943716828878","0.564718614718615"
"b79100","45","45.2216762183801","0.703311735061195","b79200","45","43.2897216438267","0.651388888888889","b79300","45","61.3921819126833","0.501447701773435","b79400","45","61.2943716828878","0.636501079913607","b79500","45","0","0.985143369175627"
